SNo,Date,StartupName,IndustryVertical,SubVertical,InvestmentType,New,AmountInUSD
2024,9/6/2015,Swiggy,Online Food Ordering,,Private Equity,,"16,500,000"
2025,9/6/2015,PayMango,Mobile Commerce Platform,,Seed Funding,,"234,000"
2026,9/6/2015,Printland,Online Printing Services,,Private Equity,,
2027,9/6/2015,Teritree,Digital Marketing Services,,Seed Funding,,"140,000"
2028,10/6/2015,Guiddoo,Travel Guide Mobile App,,Seed Funding,,
2029,10/6/2015,Voonik,Fashion Ecommerce store,,Private Equity,,"5,000,000"
2030,11/6/2015,AdStringO,Mobile Compression Software,,Seed Funding,,"350,000"
2031,11/6/2015,Faircent.com,Peer to Peer Lending platform,,Seed Funding,,"250,000"
2032,12/6/2015,La Renon,Global Healthcare products,,Private Equity,,"16,000,000"
2033,15/06/2015,Homelane,Home Furnishing Solutions,,Private Equity,,"50,000,000"
2034,15/06/2015,iSTAR,Skill Training & Placement Platform,,Private Equity,,
2035,15/06/2015,Shippr,Intra-City Logistics service,,Seed Funding,,"500,000"
2036,16/06/2015,FoodAbhi,online tiffin service aggregator,,Seed Funding,,
2037,16/06/2015,Karma Recycling,Electronic Goods recycling service,,Private Equity,,
2038,16/06/2015,CouponRaja,Online Coupon & comparison platform,,Seed Funding,,"500,000"
2039,17/06/2015,Babychakra,Parents & Kids Online platform,,Seed Funding,,
2040,17/06/2015,Jiffstore,Online Grocery platform,,Seed Funding,,
2041,17/06/2015,MyDentist,Dental Clinic chain,,Private Equity,,"8,200,000"
2042,18/06/2015,Moovo,On-Demand Logistics Service,,Seed Funding,,
2043,18/06/2015,Fracktal Works,3D Printer Manufacturer,,Private Equity,,"3,000,000"
2044,18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,,Private Equity,,"5,000,000"
2045,18/06/2015,HealthifyMe,Health & Fitness App,,Private Equity,,
2046,18/06/2015,CAKART.in,Online Education Marketplace,,Seed Funding,,
2047,19/06/2015,Housejoy,Home services marketplace,,Private Equity,,"4,000,000"
2048,19/06/2015,FundsIndia.com,Financial Services Platform,,Private Equity,,"11,000,000"
2049,20/06/2015,Cupick,Social Network for Artists,,Seed Funding,,"120,000"
2050,20/06/2015,Tracxn,Startup funding platform,,Private Equity,,"10,000,000"
2051,21/06/2015,Holachef,Food Delivery Platform,,Private Equity,,"3,100,000"
2052,22/06/2015,belong,Data Driven recruitment recommendation,,Private Equity,,"5,000,000"
2053,22/06/2015,Ixigo,Travel Search Engine,,Private Equity,,
2054,22/06/2015,SkillAngels,Brain Games Platform,,Seed Funding,,
2055,22/06/2015,Vidgyor,Video Advertisement Platform,,Seed Funding,,"500,000"
2056,22/06/2015,Banihal,Algorithmic Match Making Platform,,Seed Funding,,
2057,23/06/2015,Goodservice,Mobile Chat based concierge service,,Private Equity,,"1,600,000"
2058,23/06/2015,Treebo,Online Budget Hotel Booking Service,,Private Equity,,"6,000,000"
2059,23/06/2015,EduKart,Online education marketplace,,Private Equity,,"1,000,000"
2060,23/06/2015,Healthians.com,Preventive healthcare services,,Seed Funding,,
2061,24/06/2015,LabInApp,Science Learning App,,Seed Funding,,
2062,24/06/2015,Syona Cosmetics,Beauty and Wellness platform,,Seed Funding,,
2063,24/06/2015,Sigrid Education,Online Education Platform,,Seed Funding,,
2064,24/06/2015,Indix,SaaS product intelligence platform,,Private Equity,,"15,000,000"
2065,24/06/2015,The Porter,Logistics Tech,,Private Equity,,"5,500,000"
2066,24/06/2015,Retention.ai,App Analytics platform,,Seed Funding,,"500,000"
2067,25/06/2015,Fusion Microfinance,Micro Finance Platform,,Private Equity,,"8,600,000"
2068,25/06/2015,Zinka,Freight logistics platform,,Private Equity,,"6,000,000"
2069,26/06/2015,CreditMantri,Credit Management Services,,Private Equity,,"2,500,000"
2070,26/06/2015,GetMyPeon,Hyperlocal Handyman Services,,Seed Funding,,"250,000"
2071,29/06/2015,UrbanClap,Hyperlocal services marketplace,,Private Equity,,"10,000,000"
2072,29/06/2015,StayGlad,Beauty services Mobile Marketplace,,Seed Funding,,
2073,29/06/2015,AdWyze,Marketing / Advertising Automation platform,,Seed Funding,,"1,000,000"
2074,29/06/2015,Zimmber,Hyperlocal Handyman Services,,Seed Funding,,"400,000"
2075,30/06/2015,Buttercups,Online Lingerie platform,,Seed Funding,,
2076,30/06/2015,RailYatri,Railways Information Mobile app,,Private Equity,,
2077,30/06/2015,aagaar.com,Hyperlocal grocery delivery,,Seed Funding,,
2078,30/06/2015,Flatchat,Flat rental Mobile App,,Private Equity,,"2,500,000"
2079,30/06/2015,MyCFO,Wealth Management Platform,,Private Equity,,"1,500,000"
2080,1/5/2015,Foodpanda,Online Food Delivery,,Private Equity,,"100,000,000"
2081,1/5/2015,Termsheet,Fund Raising Platform,,Seed Funding,,"100,000"
2082,4/5/2015,Applicate,Workforce Management Software,,Seed Funding,,"550,000"
2083,4/5/2015,World Art Community,Online Art Marketplace,,Seed Funding,,"200,000"
2084,4/5/2015,SpoonJoy,Online Food Delivery,,Seed Funding,,"1,000,000"
2085,5/5/2015,Seed Schools,Affordable Education,,Seed Funding,,"650,000"
2086,5/5/2015,Ignis Careers,Career Development,,Seed Funding,,"250,000"
2087,5/5/2015,Square Yards,Real Estate Advisory,,Private Equity,,"6,000,000"
2088,5/5/2015,Fintellix,Banking Analytics Platform,,Private Equity,,"15,000,000"
2089,5/5/2015,Customer360,Customer Engagement Platform,,Seed Funding,,
2090,6/5/2015,Delhivery,Ecommerce Logistics,,Private Equity,,"85,000,000"
2091,6/5/2015,Swiggy,Online Food Delivery,,Private Equity,,"15,000,000"
2092,7/5/2015,Uniphore,Speech Recognition Solutions,,Private Equity,,
2093,7/5/2015,Box8,Online Food Delivery,,Private Equity,,"3,500,000"
2094,7/5/2015,Toppr,Online Education Platform,,Private Equity,,"10,000,000"
2095,7/5/2015,Vedantu,Online Education Platform,,Private Equity,,"5,000,000"
2096,8/5/2015,BuyHatke,Online Product Comparison,,Seed Funding,,"1,000,000"
2097,8/5/2015,KleverKid,Online Education Platform,,Seed Funding,,
2098,8/5/2015,Uniken,Online Security Platform,,Private Equity,,"2,000,000"
2099,8/5/2015,GrandOpinion,Online Medical Diagnostic,,Seed Funding,,"150,000"
2100,8/5/2015,HealthifyMe,Health & Fitness App,,Private Equity,,
2101,12/5/2015,ZapStitch,Cloud Data Integration Platform,,Private Equity,,"2,000,000"
2102,12/5/2015,Wassup,Mobile Laundry Cleaning Service,,Private Equity,,"2,000,000"
2103,12/05.2015,Mobiefit,Mobile Fitness App,,Seed Funding,,
2104,12/05.2015,Plancess,Online Education Platform,,Seed Funding,,"2,000,000"
2105,12/5/2015,WorkHorse,Service-On-Demand Mobile App,,Seed Funding,,
2106,13/05/2015,Innovaccer,Intelligent Data Analytics,,Seed Funding,,
2107,13/05/2015,MyCuteOffice,Online Office Rental,,Seed Funding,,
2108,14/05/2015,IndianRoots.com,Lifestyle Ecommerce Portal,,Private Equity,,"5,000,000"
2109,14/05/2015,RedPolka,Online Fashion Aggregator,,Seed Funding,,"250,000"
2110,15/05/2015,Venturesity,Online Job skills Showcase,,Seed Funding,,"270,000"
2111,18/05/2015,TheBetterIndia.com,Online News Media,,Seed Funding,,
2112,18/05/2015,Awaaz De,Enterprise Communication Platform,,Seed Funding,,
2113,19/05/2015,Chaayos,Offline Tea Chain,,Private Equity,,"1,000,000"
2114,19/05/2015,Akosha,Business Messaging App,,Private Equity,,"16,000,000"
2115,19/05/2015,Cooey,Health Mobile App,,Seed Funding,,"470,000"
2116,19/05/2015,MeetUniv,Online Ed-Tech Platform,,Seed Funding,,"1,000,000"
2117,19/05/2015,Inspirock,Online Travel Planning,,Private Equity,,
2118,19/05/2015,Crown-it,Hyperlocal Mobile Marketplace,,Private Equity,,"5,500,000"
2119,19/05/2015,Trucksfirst,Trucking Logistic Operations,,Private Equity,,"10,000,000"
2120,20/05/2015,Lookup,B2C Messaging App,,Private Equity,,"3,000,000"
2121,21/05/2015,SunTerrace,Rooftop Solar Plants,,Private Equity,,
2122,22/05/2015,Nudgespot,Customer Engagement Platform,,Seed Funding,,"625,000"
2123,22/05/2015,CarDekho,Online Car Portal,,Private Equity,,
2124,22/05/2015,EveningFlavors,Online Table Reservation,,Seed Funding,,"500,000"
2125,25/05/2015,Razorpay,Online Payment Gateway,,Seed Funding,,
2126,25/05/2015,ZenParent,Parents focused Web Content,,Seed Funding,,"500,000"
2127,25/05/2015,Newgen Payments,Payments Solution Provider,,Seed Funding,,
2128,26/05/2015,UrbanPro,On-demand Service marketplace,,Private Equity,,"2,000,000"
2129,26/05/2015,Goodbox,On-Demand Business messaging,,Seed Funding,,"200,000"
2130,26/05/2015,Renderlogy,Online Home Décor,,Private Equity,,"1,000,000"
2131,27/05/2015,Postman,API Workflow platform,,Seed Funding,,"1,000,000"
2132,27/05/2015,Casa2inns,Affordable Hotel Booking Online,,Private Equity,,"5,000,000"
2133,27/05/2015,FleetRover,Logistics Intelligence,,Seed Funding,,"180,000"
2134,28/05/2015,TheKarrier,Last Mile Logistics,,Seed Funding,,"240,000"
2135,28/05/2015,Zoomcar,Self-driven Car rental,,Private Equity,,"5,000,000"
2136,28/05/2015,Truweight,Weight Management Service,,Private Equity,,
2137,30/05/2015,Ather Energy,Electric Scooter Manufacturer,,Private Equity,,"12,000,000"
2138,3/4/2015,Swiggy,Online Food Delivery,,Private Equity,,"2,000,000"
2139,4/4/2015,Bluegape,Web Content Publishing,,Seed Funding,,"200,000"
2140,4/4/2015,KeepTrax,Location Based App,,Seed Funding,,"1,000,000"
2141,6/4/2015,InstaLively,Video Streaming,,Seed Funding,,"120,000"
2142,7/4/2015,Pricejugaad,Price Comparison,,Seed Funding,,"165,000"
2143,7/4/2015,Quikr,Online Classifieds,,Private Equity,,"150,000,000"
2144,7/4/2015,PressPlay,Travel Entertainment,,Seed Funding,,"2,200,000"
2145,7/4/2015,LogiNext,Logistics Tech,,Seed Funding,,
2146,8/4/2015,FirstCry.com,eCommerce,,Private Equity,,"10,000,000"
2147,8/4/2015,MobiKwik,Digital / Mobile Wallet,,Private Equity,,"25,000,000"
2148,8/4/2015,Olacabs,Cab Aggregator,,Private Equity,,"400,000,000"
2149,9/4/2015,Gadgetwood,Device Repair Svcs,,Seed Funding,,"200,000"
2150,9/4/2015,Bonhomia,Premium Beverages,,Seed Funding,,"2,000,000"
2151,9/4/2015,Changer Mints,Digital / Mobile Wallet,,Seed Funding,,"165,000"
2152,9/4/2015,Urban Ladder,Online FurnishingeCommerce,,Private Equity,,"50,000,000"
2153,9/4/2015,Purple Squirrel,Ed-Tech,,Private Equity,,
2154,10/4/2015,Whatfix,Interactive  How-To Guides,,Seed Funding,,"900,000"
2155,10/4/2015,iMMi Life,Mobile Health Tech,,Seed Funding,,
2156,11/4/2015,Zomato,Restaurant Reviews,,Private Equity,,"25,000,000"
2157,13/04/2015,ZopNow,Online Grocer,,Private Equity,,"10,000,000"
2158,13/04/2015,Nayi Disha,Ed-Tech,,Seed Funding,,"300,000"
2159,13/04.2015,The Porter,Logistics Tech,,Seed Funding,,"500,000"
2160,13/04/2015,Commeasure,Online Hotel Booking,,Seed Funding,,"1,000,000"
2161,13/04/2015,Capricoast,Online Kitchen Furniture,,Seed Funding,,"1,250,000"
2162,14/04/2015,LocalOye,Hyper-local Online Services,,Private Equity,,"5,000,000"
2163,15/04/2015,Grofers,Hyper-Local Online/Mobile Grocery,,Private Equity,,"35,000,000"
2164,15/04/2015,PepperTap,Hyper-Local Online/Mobile Grocery,,Private Equity,,"10,000,000"
2165,15/04/2015,PolicyBazaar,Online Policy Aggregator,,Private Equity,,"40,000,000"
2166,16/04/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,,Seed Funding,,"1,600,000"
2167,16/04/2015,Taskbob,OnDemandMobile Handyman Services,,Seed Funding,,"1,200,000"
2168,17/04/2015,Robosoft,Mobile App Development,,Private Equity,,"12,000,000"
2169,18/04/2015,Doormint,On-Demand Handyman Services,,Seed Funding,,
2170,20/04/2015,Vyomo,Beauty & Wellness Mobile App,,Seed Funding,,
2171,20/04/2015,Pastiwala,Material Collection & Recycling,,Private Equity,,"4,000,000"
2172,20/04/2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,,Private Equity,,"6,000,000"
2173,20/04/2015,Freshdesk,Online / Mobile Customer Support,,Private Equity,,"50,000,000"
2174,20/04/2015,Sulekha.com,Online Classifieds & Listings,,Private Equity,,"28,000,000"
2175,22/04/2015,FindYahan,Hyperlocal services marketplace,,Private Equity,,
2176,22/04/2015,Eat.Shop.Love,Fashion ECommerce,,Private Equity,,"3,500,000"
2177,22/04/2015,Avanti Learning,Private Coaching Centers,,Private Equity,,"1,500,000"
2178,23/04/2015,Simplilearn,Online Certification Courses,,Private Equity,,"15,000,000"
2179,23/04/2015,Craftstvilla,Ethnic Product eCommerce,,Private Equity,,"18,000,000"
2180,23/04/2015,HeadOut,Last Minute Travel Deals mobile marketplace,,Seed Funding,,"1,800,000"
2181,23/04/2015,happay,business expense management,,Seed Funding,,"500,000"
2182,23/04/2015,Jugnoo,Auto Rickshaw based Logistics,,Seed Funding,,"1,000,000"
2183,23/04/2015,EazyDiner,Restaurant reservation app,,Seed Funding,,
2184,23/04/2015,Phone Warrior,Spam Call block App,,Seed Funding,,
2185,24/04/2015,Coverfox,Online Insurance Aggregator,,Private Equity,,"12,000,000"
2186,27/04/2015,Torqus,Restaurant Management Platform,,Seed Funding,,"350,000"
2187,27/04/2015,Grab,Food Logistics & Delivery,,Seed Funding,,"1,000,000"
2188,27/04/2015,LogicRoots,Interactive Educational Games,,Seed Funding,,"400,000"
2189,27/04/2015,GIBBS,Clean Tech,,Private Equity,,
2190,28/04/2015,Babajobs,Grey collar Job Board,,Private Equity,,"10,000,000"
2191,28/04/2015,Urban Ladder,Online Furniture ecommerce,,Private Equity,,
2192,28/04/2015,Jay Robotix,Robotic Program learning,,Seed Funding,,"250,000"
2193,28/04/2015,Naaptol.com,Tele-Shopping / eCommerce,,Private Equity,,"21,500,000"
2194,29/04/2015,ReGlobe,Used Gadgets Buy / Refurbishing,,Seed Funding,,"1,000,000"
2195,29/04/2015,Icertis,Cloud Enterprise Software,,Private Equity,,"6,000,000"
2196,29/04/2015,Tracxn,Startup Analytics platform,,Private Equity,,"3,500,000"
2197,29/04/2015,Dazo,Mobile Food Ordering app,,Seed Funding,,
2198,29/04/2015,Tradelab,Financial Markets Software,,Seed Funding,,"400,000"
2199,29/04/2015,PiQube,Hiring Analytics platform,,Seed Funding,,"500,000"
2200,29/04/2015,Travel Triangle,Online Travel Marketplace,,Private Equity,,"8,000,000"
2201,2/3/2015,TrulyMadly.com,,,Private Equity,,"5,500,000"
2202,2/3/2015,InstaLively,,,Seed Funding,,"120,000"
2203,3/3/2015,Vserv,,,Private Equity,,"15,000,000"
2204,3/3/2015,Intruo.com,,,Seed Funding,,
2205,5/3/2015,Niffler,,,Seed Funding,,"1,000,000"
2206,5/3/2015,CustomFurnish.com,,,Private Equity,,"2,500,000"
2207,6/3/2015,MapMyGenome,,,Private Equity,,"1,200,000"
2208,9/3/2015,Crowdfire (formerly Justunfollow),,,Private Equity,,"2,500,000"
2209,9/3/2015,Bite Club,,,Seed Funding,,"500,000"
2210,10/3/2015,Localbanya,,,Private Equity,,
2211,11/3/2015,Appedo,,,Seed Funding,,"1,000,000"
2212,11/3/2015,Fitraq.com,,,Seed Funding,,"150,000"
2213,11/3/2015,ChargeBee,,,Private Equity,,"5,000,000"
2214,11/3/2015,Groupon India,,,Private Equity,,"20,000,000"
2215,12/3/2015,Process 9,,,Seed Funding,,
2216,12/3/2015,MoonFrog Labs,,,Private Equity,,"15,000,000"
2217,13/03/2015,Foodpanda,,,Private Equity,,"110,000,000"
2218,13/03/2015,Paytm,,,Private Equity,,
2219,13/03/2015,DiabetOmics,,,Private Equity,,"5,000,000"
2220,13/03/2015,Qyk,,,Seed Funding,,
2221,14/03/2015,Daily Rounds,,,Seed Funding,,"500,000"
2222,14/03/2015,Orobind,,,Seed Funding,,"200,000"
2223,14/03/2015,Routofy,,,Seed Funding,,
2224,16/03/2015,Digital Gorkha,,,Seed Funding,,"166,000"
2225,16/03/2015,NestAway,,,Seed Funding,,"1,300,000"
2226,16/03/2015,The Better India,,,Seed Funding,,"166,000"
2227,16/03/2015,Meru Cabs,,,Private Equity,,"50,000,000"
2228,17/03/2015,GolfLAN,,,Seed Funding,,
2229,18/03/2015,Drivestream,,,Private Equity,,"5,000,000"
2230,18/03/2015,wWhere,,,Seed Funding,,"200,000"
2231,18/03/2015,GoJavas,,,Private Equity,,
2232,19/03/2015,Tripoto,,,Private Equity,,"2,000,000"
2233,19/03/2015,Graphic India,,,Seed Funding,,"2,800,000"
2234,20/03/2015,Harness Handitouch,,,Private Equity,,
2235,20/03/2015,Lets Corp,,,Seed Funding,,"3,000,000"
2236,20/03/2015,CollateBox,,,Seed Funding,,"180,000"
2237,20/03/2015,Mahindra First Choice,,,Private Equity,,"15,000,000"
2238,21/03/2015,Round One,,,Seed Funding,,
2239,23/03/2015,RazorPay,,,Seed Funding,,"120,000"
2240,23/03/2015,Mosambee,,,Private Equity,,
2241,24/03/2015,Furlenco,,,Private Equity,,"6,000,000"
2242,24/03/2015,Cubito,,,Seed Funding,,"160,000"
2243,25/03/2015,Teabox,,,Private Equity,,"6,000,000"
2244,25/03/2015,Artoo,,,Private Equity,,"500,000"
2245,25/03/2015,Fxkart.com,,,Seed Funding,,"2,000,000"
2246,25/03/2015,Rozgar Mela,,,Seed Funding,,
2247,25/03/2015,OYO Rooms,,,Private Equity,,"25,000,000"
2248,26/03/2015,Roposo.com,,,Private Equity,,"5,000,000"
2249,26/03/2015,Teewe,,,Seed Funding,,"1,750,000"
2250,26/03/2015,ePoise,,,Seed Funding,,
2251,27/03/2015,Urjas,,,Seed Funding,,"100,000"
2252,27/03/2015,Chargein,,,Seed Funding,,"100,000"
2253,28/03/2015,Yogurt Labs,,,Seed Funding,,"115,000"
2254,28/03/2015,LimeRoad.com,,,Private Equity,,"30,000,000"
2255,28/03/2015,Team Indus,,,Private Equity,,"1,500,000"
2256,30/03/2015,Arohan Financial Services,,,Private Equity,,"10,000,000"
2257,30/03/2015,BillDesk,,,Private Equity,,"75,000,000"
2258,31/03/2015,Triphobo,,,Private Equity,,"3,000,000"
2259,31/03/2015,Aryaka,,,Private Equity,,"16,000,000"
2260,31/03/2015,Appsdaily,,,Private Equity,,"16,000,000"
2261,2/2/2015,Faaya,,,SeedFunding,,"16,600"
2262,2/2/2015,InstaBounce,,,SeedFunding,,"16,600"
2263,2/2/2015,Chloroplast Foods,,,SeedFunding,,"16,600"
2264,2/2/2015,Dealwithus,,,SeedFunding,,"16,600"
2265,2/2/2015,CleverSharks,,,SeedFunding,,"16,600"
2266,2/2/2015,Leaf,,,SeedFunding,,"16,600"
2267,2/2/2015,SmartPocket,,,SeedFunding,,"250,000"
2268,2/2/2015,Yumist,,,Private Equity,,"1,000,000"
2269,2/2/2015,NowFloats,,,Private Equity,,
2270,2/2/2015,FirstCry,,,Private Equity,,"26,000,000"
2271,2/2/2015,HolaChef,,,SeedFunding,,"325,000"
2272,3/2/2015,Frsh.co.in,,,SeedFunding,,"518,000"
2273,3/2/2015,Manthan,,,Private Equity,,"60,000,000"
2274,5/2/2015,Kobster.com,,,SeedFunding,,
2275,5/2/2015,Culture Machine,,,Private Equity,,"18,000,000"
2276,5/2/2015,Paytm,,,Private Equity,,
2277,5/2/2015,Aisle.co,,,SeedFunding,,"100,000"
2278,6/2/2015,FreeCharge,,,Private Equity,,"80,000,000"
2279,6/2/2015,NewsHunt,,,Private Equity,,"40,000,000"
2280,9/2/2015,MyNoticePeriod,,,Private Equity,,"3,000,000"
2281,9/2/2015,CarDekho.com,,,Private Equity,,
2282,9/2/2015,Faaso’s,,,Private Equity,,"20,000,000"
2283,10/2/2015,CarTrade.com,,,Private Equity,,
2284,10/2/2015,StoreKing,,,Private Equity,,
2285,11/2/2015,Capital Float,,,Private Equity,,"13,000,000"
2286,11/2/2015,Nimble Wireless,,,SeedFunding,,"3,000,000"
2287,11/2/2015,Townscript,,,SeedFunding,,
2288,11/2/2015,FindYahan,,,SeedFunding,,
2289,12/2/2015,Stayzilla,,,Private Equity,,"20,000,000"
2290,12/2/2015,Practo,,,Private Equity,,"30,000,000"
2291,13/02/2015,CimplyFive,,,SeedFunding,,
2292,13/02/2015,20Dresses,,,SeedFunding,,"1,000,000"
2293,13/02/2015,Itzcash,,,Private Equity,,"16,500,000"
2294,16/02/2015,NewsInShorts,,,Private Equity,,"4,150,000"
2295,16/02/2015,iTraveller.com,,,Private Equity,,"1,000,000"
2296,17/02/2015,NextGen,,,SeedFunding,,
2297,18/02/2015,Wooplr.com,,,Private Equity,,"5,000,000"
2298,19/05/2015,Springleap,,,SeedFunding,,"800,000"
2299,20/02/2015,Klip.in,,,SeedFunding,,"500,000"
2300,20/02/2015,Renderlogy,,,Private Equity,,"1,600,000"
2301,21/02/2015,Appbase,,,SeedFunding,,"290,000"
2302,23/02/2015,HomeLane,,,Private Equity,,"4,500,000"
2303,23/02/2015,Trip38,,,Private Equity,,"1,000,000"
2304,23/02/2015,Smartairtrip.com,,,Private Equity,,"10,000,000"
2305,23/02/2015,NoBroker,,,Private Equity,,"3,000,000"
2306,24/02/2015,Caravan Craft Retail,,,SeedFunding,,"500,000"
